ID_CLIENTE,FECHA,TIPO DE CREDITO,COOPERATIVA,MONTO,PLAZO,PAGADURIA,ANIO_NACIMIENTO,ESTADO,FECHA DE DESEMBOLSO,EDAD_AL_PRESTAMO,DIAS_HASTA_DESEMBOLSO,MONTO_M,ANIO,MES
327,2022-08-03,REFINANCIACIÓN,BAYPORT,3000000.0,120.0,FIDUPREVISORA,1978,DESEMBOLSADO,2022-08-12,44.0,9.0,3.0,2022.0,8.0
501,2022-08-04,LIBRE INVERSIÓN,BUSINESS,3120000.0,24.0,COLPENSIONES,1957,DESEMBOLSADO,2022-08-17,65.0,13.0,3.12,2022.0,8.0
502,2022-08-04,LIBRE INVERSIÓN,BUSINESS,1050000.0,12.0,COLPENSIONES,1964,DESEMBOLSADO,2022-08-16,58.0,12.0,1.05,2022.0,8.0
233,2022-08-08,COMPRA DE CARTERA,TU RESPALDO,27446995.0,180.0,COLPENSIONES,1956,EN_PROCESO,,66.0,,27.446995,2022.0,8.0
200,2022-08-08,COMPRA DE CARTERA,BAYPORT,19500000.0,144.0,COLPENSIONES,1956,NO_DESEMBOLSADO,,66.0,,19.5,2022.0,8.0
342,2022-08-08,COMPRA DE CARTERA,TU RESPALDO,20905257.0,180.0,COLPENSIONES,1953,NO_DESEMBOLSADO,,69.0,,20.905257,2022.0,8.0
247,2022-08-09,REFINANCIACIÓN,BUSINESS,3000000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2022-08-10,67.0,1.0,3.0,2022.0,8.0
503,2022-08-10,LIBRE INVERSIÓN,BUSINESS,3120000.0,36.0,COLPENSIONES,1949,DESEMBOLSADO,2022-08-18,73.0,8.0,3.12,2022.0,8.0
504,2022-08-10,LIBRE INVERSIÓN,COPFINANCIAR,18000000.0,96.0,PORVENIR,1960,DESEMBOLSADO,2022-08-26,62.0,16.0,18.0,2022.0,8.0
505,2022-08-10,LIBRE INVERSIÓN,COOPIDESARROLLO,18000000.0,96.0,SEGUROS BOLIVAR,1984,DESEMBOLSADO,2022-08-25,38.0,15.0,18.0,2022.0,8.0
506,2022-08-11,COMPRA DE CARTERA,TU RESPALDO,27504415.0,180.0,PROTECCION,1958,NO_DESEMBOLSADO,,64.0,,27.504415,2022.0,8.0
507,2022-08-11,COMPRA DE CARTERA,TU RESPALDO,19366568.0,144.0,COLFONDOS,1955,NO_DESEMBOLSADO,,67.0,,19.366568,2022.0,8.0
46,2022-08-11,COMPRA DE CARTERA,BAYPORT,27446995.0,180.0,COLPENSIONES,1965,DESEMBOLSADO,2022-10-15,57.0,,27.446995,2022.0,8.0
213,2022-08-11,COMPRA DE CARTERA,BAYPORT,19360010.0,144.0,COLPENSIONES,1950,DESEMBOLSADO,2022-09-16,72.0,,19.36001,2022.0,8.0
404,2022-08-12,COMPRA DE CARTERA,BUSINESS,8000000.0,72.0,POSITIVA,1977,DESEMBOLSADO,2022-09-16,45.0,,8.0,2022.0,8.0
444,2022-08-16,REFINANCIACIÓN,EXCELCREDIT,18000000.0,132.0,COLPENSIONES,1969,NO_DESEMBOLSADO,,53.0,,18.0,2022.0,8.0
219,2022-08-19,COMPRA DE CARTERA,BAYPORT,7000000.0,144.0,COLPENSIONES,1943,NO_DESEMBOLSADO,,79.0,,7.0,2022.0,8.0
508,2022-08-22,REFINANCIACIÓN,EXCELCREDIT,10895374.0,96.0,COLPENSIONES,1946,DESEMBOLSADO,2022-09-03,76.0,12.0,10.895374,2022.0,8.0
509,2022-08-22,LIBRE INVERSIÓN,BUSINESS,6500000.0,36.0,FOPEP,2007,DESEMBOLSADO,2022-09-16,,25.0,6.5,2022.0,8.0
94,2022-08-23,REFINANCIACIÓN,MISSION,2000000.0,120.0,COLPENSIONES,1965,NO_DESEMBOLSADO,,57.0,,2.0,2022.0,8.0
85,2022-08-24,REFINANCIACIÓN,BAYPORT,29000000.0,144.0,COLPENSIONES,1956,DESEMBOLSADO,2022-09-01,66.0,8.0,29.0,2022.0,8.0
510,2022-08-29,COMPRA DE CARTERA,COPFINANCIAR,17000000.0,96.0,COLPENSIONES,1939,DESEMBOLSADO,2022-12-01,83.0,,17.0,2022.0,8.0
313,2022-08-29,COMPRA DE CARTERA,BAYPORT,17000000.0,144.0,COLPENSIONES,1955,DESEMBOLSADO,2022-09-28,67.0,30.0,17.0,2022.0,8.0
145,2022-08-31,COMPRA DE CARTERA,TU RESPALDO,27332154.0,180.0,COLPENSIONES,1958,DESEMBOLSADO,2022-09-16,64.0,16.0,27.332154,2022.0,8.0
328,2022-09-05,LIBRE INVERSIÓN,BUSINESS,1050000.0,36.0,COLPENSIONES,1948,DESEMBOLSADO,2022-09-08,74.0,3.0,1.05,2022.0,9.0
351,2022-09-07,REFINANCIACIÓN,BUSINESS,1900000.0,36.0,COLPENSIONES,1942,DESEMBOLSADO,2022-09-08,80.0,1.0,1.9,2022.0,9.0
342,2022-09-07,COMPRA DE CARTERA,KREDIT,18954391.0,168.0,COLPENSIONES,1953,DESEMBOLSADO,,69.0,,18.954391,2022.0,9.0
337,2022-09-09,COMPRA DE CARTERA,KREDIT,26045505.0,168.0,COLPENSIONES,1971,NO_DESEMBOLSADO,,51.0,,26.045505,2022.0,9.0
293,2022-09-12,LIBRE INVERSIÓN,BUSINESS,5200000.0,48.0,COLPENSIONES,1953,DESEMBOLSADO,,69.0,,5.2,2022.0,9.0
214,2022-09-12,REFINANCIACIÓN,BUSINESS,3500000.0,48.0,COLPENSIONES,1953,NO_DESEMBOLSADO,,69.0,,3.5,2022.0,9.0
324,2022-09-14,COMPRA DE CARTERA,EXCELCREDIT,9336174.0,132.0,SEGUROS ALFA,1964,NO_DESEMBOLSADO,,58.0,,9.336174,2022.0,9.0
511,2022-09-15,COMPRA DE CARTERA,KREDIT,27451971.0,180.0,COLPENSIONES,1935,DESEMBOLSADO,,87.0,,27.451971,2022.0,9.0
491,2022-09-15,COMPRA DE CARTERA,KREDIT,12574671.0,180.0,FOPEP,1945,NO_DESEMBOLSADO,,77.0,,12.574671,2022.0,9.0
10,2022-09-16,COMPRA DE CARTERA,TU RESPALDO,31455986.0,180.0,COLPENSIONES,1945,DESEMBOLSADO,,77.0,,31.455986,2022.0,9.0
88,2022-09-20,COMPRA DE CARTERA,KREDIT,8982898.0,180.0,COLPENSIONES,1955,NO_DESEMBOLSADO,,67.0,,8.982898,2022.0,9.0
512,2022-09-22,LIBRE INVERSIÓN,BAYPORT,3893299.0,120.0,CASUR,1944,DESEMBOLSADO,2022-09-27,78.0,5.0,3.893299,2022.0,9.0
217,2022-09-23,LIBRE INVERSIÓN,COBOLARQUI,8000000.0,60.0,FOPEP,1931,NO_DESEMBOLSADO,,91.0,,8.0,2022.0,9.0
217,2022-09-23,LIBRE INVERSIÓN,COMUNIDAD,8000000.0,60.0,FOPEP,1931,NO_DESEMBOLSADO,,91.0,,8.0,2022.0,9.0
321,2022-09-28,COMPRA DE CARTERA,TU RESPALDO,27504415.0,180.0,COLPENSIONES,1944,NO_DESEMBOLSADO,,78.0,,27.504415,2022.0,9.0
110,2022-10-10,REFINANCIACIÓN,COOPIDESARROLLO,10000000.0,96.0,MAPFRE,1979,DESEMBOLSADO,2022-10-24,43.0,14.0,10.0,2022.0,10.0
513,2022-10-11,LIBRE INVERSIÓN,BUSINESS,12500000.0,60.0,COLPENSIONES,1955,DESEMBOLSADO,2022-10-11,67.0,0.0,12.5,2022.0,10.0
514,2022-10-11,LIBRE INVERSIÓN,BUSINESS,5200000.0,72.0,SEGUROS ALFA,1989,DESEMBOLSADO,2022-10-24,,13.0,5.2,2022.0,10.0
515,2022-10-12,LIBRE INVERSIÓN,BUSINESS,14900000.0,72.0,COLPENSIONES,1971,DESEMBOLSADO,2022-10-24,51.0,12.0,14.9,2022.0,10.0
516,2022-10-12,REFINANCIACIÓN,EXCELCREDIT,37560332.0,132.0,GOBERNACION,1955,NO_DESEMBOLSADO,,67.0,,37.560332,2022.0,10.0
75,2022-10-12,COMPRA DE CARTERA,BAYPORT,11414000.0,144.0,COLPENSIONES,1952,NO_DESEMBOLSADO,,70.0,,11.414,2022.0,10.0
247,2022-10-12,COMPRA DE CARTERA,EXCELCREDIT,5188842.0,60.0,COLPENSIONES,1955,DESEMBOLSADO,2022-10-25,67.0,13.0,5.188842,2022.0,10.0
240,2022-10-18,LIBRE INVERSIÓN,BUSINESS,1050000.0,36.0,COLPENSIONES,1957,DESEMBOLSADO,2022-10-21,65.0,3.0,1.05,2022.0,10.0
517,2022-10-24,LIBRE INVERSIÓN,BUSINESS,5200000.0,30.0,COLPENSIONES,1948,DESEMBOLSADO,2022-10-28,74.0,4.0,5.2,2022.0,10.0
518,2022-10-24,COMPRA DE CARTERA,BAYPORT,11665724.0,144.0,CASUR,1944,DESEMBOLSADO,2020-11-28,78.0,,11.665724,2022.0,10.0
401,2022-11-01,REFINANCIACIÓN,COPFINANCIAR,12000000.0,96.0,PROTECCION,1975,DESEMBOLSADO,2022-12-06,47.0,,12.0,2022.0,11.0
519,2022-11-03,LIBRE INVERSIÓN,BUSINESS,21000000.0,72.0,FIDUPREVISORA,1947,DESEMBOLSADO,2022-11-24,75.0,21.0,21.0,2022.0,11.0
61,2022-11-03,LIBRE INVERSIÓN,PRONALCREDIT,4300000.0,96.0,COLPENSIONES,1970,DESEMBOLSADO,2022-11-24,52.0,21.0,4.3,2022.0,11.0
209,2022-11-05,LIBRE INVERSIÓN,PRONALCREDIT,13000000.0,84.0,SEGUROS LA EQUIDAD,1983,DESEMBOLSADO,2022-11-24,39.0,19.0,13.0,2022.0,11.0
516,2022-11-08,LIBRE INVERSIÓN,BUSINESS,13500000.0,72.0,COLPENSIONES,1955,DESEMBOLSADO,,67.0,,13.5,2022.0,11.0
324,2022-11-09,COMPRA DE CARTERA,BAYPORT,,132.0,SEGUROS ALFA,1964,NO_DESEMBOLSADO,,58.0,,,2022.0,11.0
520,2022-11-11,LIBRE INVERSIÓN,COPFINANCIAR,17000000.0,96.0,COLPENSIONES,1937,DESEMBOLSADO,2022-11-24,85.0,13.0,17.0,2022.0,11.0
432,2022-11-15,REFINANCIACIÓN,BUSINESS,11500000.0,60.0,TEGEN,1974,DESEMBOLSADO,2022-11-29,48.0,14.0,11.5,2022.0,11.0
174,2022-11-15,LIBRE INVERSIÓN,COPFINANCIAR,10000000.0,60.0,COLPENSIONES,1962,DESEMBOLSADO,2022-11-22,60.0,7.0,10.0,2022.0,11.0
378,2022-11-16,REFINANCIACIÓN,BUSINESS,12000000.0,72.0,PORVENIR,1958,DESEMBOLSADO,2022-11-18,64.0,2.0,12.0,2022.0,11.0
394,2022-11-16,COMPRA DE CARTERA,BUSINESS,7000000.0,72.0,COLPENSIONES,1947,DESEMBOLSADO,2022-12-01,75.0,15.0,7.0,2022.0,11.0
129,2022-11-18,REFINANCIACIÓN,BUSINESS,4500000.0,72.0,COLFONDOS,1955,DESEMBOLSADO,2022-11-28,67.0,10.0,4.5,2022.0,11.0
248,2022-12-05,LIBRE INVERSIÓN,BUSINESS,4160000.0,33.0,CASUR,1974,DESEMBOLSADO,2022-12-05,48.0,0.0,4.16,2022.0,12.0
521,2022-12-05,LIBRE INVERSIÓN,BUSINESS,7300000.0,60.0,COLPENSIONES,1943,DESEMBOLSADO,2022-12-09,79.0,4.0,7.3,2022.0,12.0
426,2023-01-10,LIBRE INVERSIÓN,BUSINESS,4700000.0,60.0,COLPENSIONES,1961,DESEMBOLSADO,2023-01-30,62.0,20.0,4.7,2023.0,1.0
251,2023-01-10,REFINANCIACIÓN,BUSINESS,4000000.0,48.0,COLPENSIONES,1946,DESEMBOLSADO,2023-01-18,77.0,8.0,4.0,2023.0,1.0
328,2023-01-10,LIBRE INVERSIÓN,BUSINESS,3500000.0,48.0,COLPENSIONES,1948,DESEMBOLSADO,2023-01-12,75.0,2.0,3.5,2023.0,1.0
455,2023-01-10,COMPRA DE CARTERA,LINK,4087798.0,144.0,COLPENSIONES,1959,DESEMBOLSADO,,64.0,,4.087798,2023.0,1.0
280,2023-01-10,REFINANCIACIÓN,BUSINESS,2700000.0,48.0,COLPENSIONES,1944,DESEMBOLSADO,2023-01-13,79.0,3.0,2.7,2023.0,1.0
480,2023-01-10,LIBRE INVERSIÓN,BUSINESS,2100000.0,48.0,COLPENSIONES,1944,DESEMBOLSADO,2023-01-13,79.0,3.0,2.1,2023.0,1.0
299,2023-01-11,REFINANCIACIÓN,BUSINESS,16000000.0,72.0,COLPENSIONES,1951,DESEMBOLSADO,2023-01-12,72.0,1.0,16.0,2023.0,1.0
185,2023-01-11,LIBRE INVERSIÓN,BUSINESS,2100000.0,48.0,COLPENSIONES,1975,DESEMBOLSADO,2023-01-12,48.0,1.0,2.1,2023.0,1.0
232,2023-01-11,LIBRE INVERSIÓN,BUSINESS,2050000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2023-01-12,68.0,1.0,2.05,2023.0,1.0
522,2023-01-11,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,60.0,COLPENSIONES,1937,DESEMBOLSADO,2023-01-27,86.0,16.0,2.0,2023.0,1.0
321,2023-01-11,LIBRE INVERSIÓN,PRONALCREDIT,2200000.0,60.0,COLPENSIONES,1944,DESEMBOLSADO,2023-01-31,79.0,20.0,2.2,2023.0,1.0
494,2023-01-11,LIBRE INVERSIÓN,PRONALCREDIT,,96.0,COLPENSIONES,1942,NO_DESEMBOLSADO,,81.0,,,2023.0,1.0
350,2023-01-11,LIBRE INVERSIÓN,PRONALCREDIT,2300000.0,60.0,COLPENSIONES,1952,DESEMBOLSADO,2023-01-27,71.0,16.0,2.3,2023.0,1.0
521,2023-01-11,LIBRE INVERSIÓN,PRONALCREDIT,,96.0,COLPENSIONES,1943,NO_DESEMBOLSADO,,80.0,,,2023.0,1.0
211,2023-01-12,LIBRE INVERSIÓN,BUSINESS,4500000.0,60.0,COLPENSIONES,1958,DESEMBOLSADO,2023-01-12,65.0,0.0,4.5,2023.0,1.0
85,2023-01-16,LIBRE INVERSIÓN,BUSINESS,11000000.0,72.0,COLPENSIONES,1956,DESEMBOLSADO,2023-02-02,67.0,17.0,11.0,2023.0,1.0
247,2023-01-16,LIBRE INVERSIÓN,BUSINESS,3120000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2023-01-30,68.0,14.0,3.12,2023.0,1.0
523,2023-01-16,LIBRE INVERSIÓN,BUSINESS,2000000.0,60.0,COLPENSIONES,1979,DESEMBOLSADO,,44.0,,2.0,2023.0,1.0
247,2023-01-16,COMPRA DE CARTERA,LINK,10500000.0,144.0,COLPENSIONES,1955,DESEMBOLSADO,2023-02-02,68.0,17.0,10.5,2023.0,1.0
524,2023-01-16,LIBRE INVERSIÓN,BUSINESS,,48.0,COLPENSIONES,1943,NO_DESEMBOLSADO,,80.0,,,2023.0,1.0
173,2023-01-16,LIBRE INVERSIÓN,LINK,3940052.0,144.0,COLPENSIONES,1963,DESEMBOLSADO,2023-02-13,60.0,28.0,3.940052,2023.0,1.0
233,2023-01-16,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,60.0,COLPENSIONES,1956,DESEMBOLSADO,2023-02-02,67.0,17.0,2.0,2023.0,1.0
305,2023-01-16,COMPRA DE CARTERA,LINK,5169029.0,144.0,COLPENSIONES,1953,DESEMBOLSADO,2023-02-01,70.0,16.0,5.169029,2023.0,1.0
145,2023-01-16,LIBRE INVERSIÓN,LINK,3509484.0,144.0,COLPENSIONES,1958,DESEMBOLSADO,2023-02-01,65.0,16.0,3.509484,2023.0,1.0
521,2023-01-16,LIBRE INVERSIÓN,PRONALCREDIT,,96.0,COLPENSIONES,1943,NO_DESEMBOLSADO,,80.0,,,2023.0,1.0
213,2023-01-16,LIBRE INVERSIÓN,LINK,3856679.0,144.0,COLPENSIONES,1950,DESEMBOLSADO,2023-02-01,73.0,16.0,3.856679,2023.0,1.0
293,2023-01-16,LIBRE INVERSIÓN,BUSINESS,1050000.0,48.0,COLPENSIONES,1953,DESEMBOLSADO,2023-01-27,70.0,11.0,1.05,2023.0,1.0
525,2023-01-23,LIBRE INVERSIÓN,BAYPORT,,96.0,POLICIA NACIONAL,1986,NO_DESEMBOLSADO,,37.0,,,2023.0,1.0
508,2023-01-24,LIBRE INVERSIÓN,EXCELCREDIT,,144.0,COLPENSIONES,1946,NO_DESEMBOLSADO,,77.0,,,2023.0,1.0
526,2023-01-24,LIBRE INVERSIÓN,LINK,2684196.0,144.0,COLPENSIONES,1945,DESEMBOLSADO,2023-02-01,78.0,8.0,2.684196,2023.0,1.0
501,2023-01-25,LIBRE INVERSIÓN,PRONALCREDIT,4000000.0,96.0,COLPENSIONES,1957,DESEMBOLSADO,2023-02-07,66.0,13.0,4.0,2023.0,1.0
352,2023-01-25,LIBRE INVERSIÓN,LINK,2843000.0,144.0,COLPENSIONES,1946,DESEMBOLSADO,2023-02-09,77.0,15.0,2.843,2023.0,1.0
519,2023-01-25,LIBRE INVERSIÓN,PRONALCREDIT,5500000.0,96.0,FIDUPREVISORA,1947,DESEMBOLSADO,2023-02-28,76.0,,5.5,2023.0,1.0
519,2023-01-25,LIBRE INVERSIÓN,LINK,3200000.0,120.0,COLPENSIONES,1947,DESEMBOLSADO,2023-02-01,76.0,7.0,3.2,2023.0,1.0
521,2023-01-25,LIBRE INVERSIÓN,BUSINESS,,72.0,COLPENSIONES,1943,NO_DESEMBOLSADO,,80.0,,,2023.0,1.0
521,2023-01-25,LIBRE INVERSIÓN,BUSINESS,5700000.0,72.0,COLPENSIONES,1943,DESEMBOLSADO,2023-02-03,80.0,9.0,5.7,2023.0,1.0
527,2023-01-26,LIBRE INVERSIÓN,EXCELCREDIT,4672895.0,144.0,COLPENSIONES,1952,DESEMBOLSADO,2023-02-14,71.0,19.0,4.672895,2023.0,1.0
528,2023-01-26,LIBRE INVERSIÓN,COOPIDESARROLLO,20000000.0,96.0,COLPENSIONES,1949,DESEMBOLSADO,2023-03-01,74.0,,20.0,2023.0,1.0
464,2023-01-27,COMPRA DE CARTERA,LINK,12368369.0,144.0,COLPENSIONES,1953,DESEMBOLSADO,,70.0,,12.368369,2023.0,1.0
231,2023-01-27,LIBRE INVERSIÓN,PRONALCREDIT,2800000.0,60.0,COLPENSIONES,1933,DESEMBOLSADO,2023-02-28,90.0,,2.8,2023.0,1.0
412,2023-01-27,LIBRE INVERSIÓN,LINK,3500000.0,144.0,COLPENSIONES,1953,DESEMBOLSADO,2023-02-13,70.0,17.0,3.5,2023.0,1.0
80,2023-01-30,LIBRE INVERSIÓN,LINK,,98.0,COLPENSIONES,1956,NO_DESEMBOLSADO,,67.0,,,2023.0,1.0
404,2023-01-31,LIBRE INVERSIÓN,COOPIDESARROLLO,4000000.0,96.0,POSITIVA,1977,DESEMBOLSADO,2023-02-13,46.0,13.0,4.0,2023.0,1.0
1,2023-02-01,LIBRE INVERSIÓN,BUSINESS,1900000.0,48.0,COLPENSIONES,1961,DESEMBOLSADO,2023-02-24,62.0,23.0,1.9,2023.0,2.0
508,2023-02-01,LIBRE INVERSIÓN,PRONALCREDIT,,96.0,COLPENSIONES,1946,NO_DESEMBOLSADO,,77.0,,,2023.0,2.0
163,2023-02-01,LIBRE INVERSIÓN,BUSINESS,1200000.0,48.0,FOPEP,1968,DESEMBOLSADO,,55.0,,1.2,2023.0,2.0
261,2023-02-02,LIBRE INVERSIÓN,BUSINESS,4200000.0,72.0,FOPEP,1957,DESEMBOLSADO,2023-02-27,66.0,25.0,4.2,2023.0,2.0
421,2023-02-02,LIBRE INVERSIÓN,EXCELCREDIT,11773121.0,144.0,COLPENSIONES,1948,EN_PROCESO,,75.0,,11.773121,2023.0,2.0
529,2023-02-02,LIBRE INVERSIÓN,COPFINANCIAR,6000000.0,72.0,SOLDADO PROFESIONAL,1986,DESEMBOLSADO,2023-03-05,37.0,,6.0,2023.0,2.0
514,2023-02-02,LIBRE INVERSIÓN,PRONALCREDIT,3000000.0,96.0,SEGUROS ALFA,1989,DESEMBOLSADO,2023-02-27,,25.0,3.0,2023.0,2.0
378,2023-02-02,LIBRE INVERSIÓN,BUSINESS,1250000.0,48.0,PORVENIR,1958,DESEMBOLSADO,,65.0,,1.25,2023.0,2.0
60,2023-02-06,LIBRE INVERSIÓN,PRONALCREDIT,,96.0,COLPENSIONES,,NO_DESEMBOLSADO,,,,,2023.0,2.0
289,2023-02-07,REFINANCIACIÓN,BUSINESS,17250000.0,72.0,COLPENSIONES,1956,DESEMBOLSADO,2023-02-27,67.0,20.0,17.25,2023.0,2.0
530,2023-02-09,LIBRE INVERSIÓN,COPFINANCIAR,5000000.0,96.0,MAPFRE,1964,DESEMBOLSADO,2023-02-27,59.0,18.0,5.0,2023.0,2.0
189,2023-02-10,LIBRE INVERSIÓN,BUSINESS,5600000.0,72.0,SEGUROS BOLIVAR,1980,DESEMBOLSADO,2023-02-28,43.0,18.0,5.6,2023.0,2.0
531,2023-02-10,COMPRA DE CARTERA,KREDIT,,156.0,CASUR,1960,NO_DESEMBOLSADO,,63.0,,,2023.0,2.0
532,2023-02-10,LIBRE INVERSIÓN,EXCELCREDIT,,120.0,MINDEFENSA,1960,NO_DESEMBOLSADO,,63.0,,,2023.0,2.0
533,2023-02-13,LIBRE INVERSIÓN,BUSINESS,2000000.0,48.0,COLPENSIONES,1948,DESEMBOLSADO,2023-02-27,75.0,14.0,2.0,2023.0,2.0
215,2023-02-13,LIBRE INVERSIÓN,LINK,3307557.0,120.0,COLPENSIONES,1970,NO_DESEMBOLSADO,,53.0,,3.307557,2023.0,2.0
534,2023-02-13,LIBRE INVERSIÓN,PRONALCREDIT,8000000.0,96.0,FOPEP,1947,DESEMBOLSADO,2023-03-06,76.0,21.0,8.0,2023.0,2.0
535,2023-02-13,LIBRE INVERSIÓN,PRONALCREDIT,3000000.0,96.0,COLPENSIONES,1947,DESEMBOLSADO,2023-02-28,76.0,15.0,3.0,2023.0,2.0
536,2023-02-13,LIBRE INVERSIÓN,PRONALCREDIT,2500000.0,96.0,SEGUROS ALFA,1960,DESEMBOLSADO,2023-03-14,63.0,29.0,2.5,2023.0,2.0
537,2023-02-13,LIBRE INVERSIÓN,PRONALCREDIT,15000000.0,96.0,CREMIL,1979,DESEMBOLSADO,2023-03-01,44.0,16.0,15.0,2023.0,2.0
178,2023-02-14,REFINANCIACIÓN,BUSINESS,5600000.0,72.0,COLFONDOS,1962,DESEMBOLSADO,2023-03-11,61.0,25.0,5.6,2023.0,2.0
194,2023-02-16,LIBRE INVERSIÓN,PRONALCREDIT,2200000.0,60.0,COLPENSIONES,1957,DESEMBOLSADO,2023-02-28,66.0,12.0,2.2,2023.0,2.0
538,2023-02-17,LIBRE INVERSIÓN,COPFINANCIAR,,96.0,COLPENSIONES,1940,EN_PROCESO,,83.0,,,2023.0,2.0
80,2023-02-17,LIBRE INVERSIÓN,PRONALCREDIT,2800000.0,96.0,COLPENSIONES,1956,DESEMBOLSADO,2023-03-06,67.0,17.0,2.8,2023.0,2.0
539,2023-02-17,LIBRE INVERSIÓN,PRONALCREDIT,2800000.0,96.0,FOPEP,1972,DESEMBOLSADO,2023-03-08,51.0,19.0,2.8,2023.0,2.0
540,2023-02-17,COMPRA DE CARTERA,COPFINANCIAR,4000000.0,96.0,PROTECCION,1952,DESEMBOLSADO,2023-03-24,71.0,,4.0,2023.0,2.0
181,2023-02-17,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,60.0,COLPENSIONES,1956,DESEMBOLSADO,2023-03-24,67.0,,2.0,2023.0,2.0
200,2023-02-20,COMPRA DE CARTERA,TU RESPALDO,29000000.0,180.0,COLPENSIONES,1956,EN_PROCESO,,67.0,,29.0,2023.0,2.0
67,2023-02-20,LIBRE INVERSIÓN,BUSINESS,1800000.0,48.0,COLPENSIONES,2012,DESEMBOLSADO,2023-03-29,,,1.8,2023.0,2.0
253,2023-02-20,LIBRE INVERSIÓN,COOPIDESARROLLO,3900000.0,96.0,ALLIANZ SEGUROS,1968,DESEMBOLSADO,2023-03-08,55.0,16.0,3.9,2023.0,2.0
541,2023-02-24,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,72.0,COLPENSIONES,1957,NO_DESEMBOLSADO,,66.0,,2.0,2023.0,2.0
542,2023-02-24,LIBRE INVERSIÓN,COOPIDESARROLLO,10000000.0,84.0,CASUR,1929,DESEMBOLSADO,2023-03-10,94.0,14.0,10.0,2023.0,2.0
298,2023-03-01,LIBRE INVERSIÓN,PRONALCREDIT,1400000.0,48.0,COLPENSIONES,1953,NO_DESEMBOLSADO,,70.0,,1.4,2023.0,3.0
351,2023-03-01,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,48.0,COLPENSIONES,1942,DESEMBOLSADO,2023-03-28,81.0,27.0,2.0,2023.0,3.0
85,2023-03-02,REFINANCIACIÓN,BUSINESS,6100000.0,72.0,COLPENSIONES,1956,DESEMBOLSADO,2023-03-17,67.0,15.0,6.1,2023.0,3.0
491,2023-03-02,LIBRE INVERSIÓN,PRONALCREDIT,5000000.0,96.0,FOPEP,1945,DESEMBOLSADO,2023-03-24,78.0,22.0,5.0,2023.0,3.0
543,2023-03-02,LIBRE INVERSIÓN,BUSINESS,,72.0,COLPENSIONES,2014,NO_DESEMBOLSADO,,,,,2023.0,3.0
544,2023-03-02,LIBRE INVERSIÓN,PRONALCREDIT,2100000.0,60.0,SEGUROS ALFA,1988,DESEMBOLSADO,2023-03-30,,28.0,2.1,2023.0,3.0
261,2023-03-03,LIBRE INVERSIÓN,BUSINESS,4600000.0,72.0,FIDUPREVISORA,1957,DESEMBOLSADO,2023-03-29,66.0,26.0,4.6,2023.0,3.0
247,2023-03-03,LIBRE INVERSIÓN,PRONALCREDIT,1000000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2023-03-24,68.0,21.0,1.0,2023.0,3.0
390,2023-03-06,LIBRE INVERSIÓN,BUSINESS,2300000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2023-03-14,68.0,8.0,2.3,2023.0,3.0
545,2023-03-06,LIBRE INVERSIÓN,PRONALCREDIT,1500000.0,48.0,SEGUROS ALFA,,DESEMBOLSADO,2023-03-30,,24.0,1.5,2023.0,3.0
10,2023-03-06,LIBRE INVERSIÓN,PRONALCREDIT,7000000.0,96.0,COLPENSIONES,1945,DESEMBOLSADO,2023-03-24,78.0,18.0,7.0,2023.0,3.0
6,2023-03-06,LIBRE INVERSIÓN,PRONALCREDIT,2900000.0,72.0,PORVENIR,,DESEMBOLSADO,2023-04-04,,29.0,2.9,2023.0,3.0
399,2023-03-06,LIBRE INVERSIÓN,PRONALCREDIT,3400000.0,72.0,COLPENSIONES,1964,DESEMBOLSADO,2023-03-24,59.0,18.0,3.4,2023.0,3.0
1,2023-03-09,REFINANCIACIÓN,BUSINESS,3900000.0,60.0,COLPENSIONES,1961,DESEMBOLSADO,2023-04-10,62.0,,3.9,2023.0,3.0
546,2023-03-09,LIBRE INVERSIÓN,PRONALCREDIT,1000000.0,96.0,SEGUROS ALFA,1985,DESEMBOLSADO,2023-04-12,38.0,,1.0,2023.0,3.0
23,2023-03-09,LIBRE INVERSIÓN,PRONALCREDIT,7500000.0,96.0,COLPENSIONES,1954,DESEMBOLSADO,2023-04-18,69.0,,7.5,2023.0,3.0
547,2023-03-09,LIBRE INVERSIÓN,PRONALCREDIT,2500000.0,96.0,SEGUROS ALFA,,DESEMBOLSADO,2023-06-30,,,2.5,2023.0,3.0
548,2023-03-10,LIBRE INVERSIÓN,PRONALCREDIT,5000000.0,72.0,COLPENSIONES,1929,DESEMBOLSADO,2023-04-14,94.0,,5.0,2023.0,3.0
549,2023-03-13,LIBRE INVERSIÓN,PRONALCREDIT,4600000.0,84.0,COLPENSIONES,,DESEMBOLSADO,2023-04-11,,29.0,4.6,2023.0,3.0
